County,FileNumber,Measure Names,ProviderName,Measure Values
PASCO,100063,Available,MORTON PLANT NORTH BAY HOSPITAL,18
PASCO,100063,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL,0.087378641
PASCO,100063,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL,206
PASCO,100191,Bed Census,MEDICAL CENTER OF TRINITY,148
PASCO,100191,Available,MEDICAL CENTER OF TRINITY,97
PASCO,100191,Available Capacity,MEDICAL CENTER OF TRINITY,0.395918367
PASCO,100191,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY,245
PASCO,100211,Bed Census,ADVENTHEALTH DADE CITY,70
PASCO,100211,Available,ADVENTHEALTH DADE CITY,20
PASCO,100211,Available Capacity,ADVENTHEALTH DADE CITY,0.222222222
PASCO,100211,Total Staffed Bed Capacity,ADVENTHEALTH DADE CITY,90
PASCO,100256,Bed Census,REGIONAL MEDICAL CENTER BAYONET POINT,258
PASCO,100256,Available,REGIONAL MEDICAL CENTER BAYONET POINT,32
PASCO,100256,Available Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,0.110344828
PASCO,100256,Total Staffed Bed Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,290
PASCO,23960082,Bed Census,ADVENTHEALTH CONNERTON,65
PASCO,23960082,Available,ADVENTHEALTH CONNERTON,0
PASCO,23960082,Available Capacity,ADVENTHEALTH CONNERTON,0
PASCO,23960082,Total Staffed Bed Capacity,ADVENTHEALTH CONNERTON,65
PASCO,23960099,Bed Census,ADVENTHEALTH WESLEY CHAPEL,102
PASCO,23960099,Available,ADVENTHEALTH WESLEY CHAPEL,9
PASCO,23960099,Available Capacity,ADVENTHEALTH WESLEY CHAPEL,0.081081081
PASCO,23960099,Total Staffed Bed Capacity,ADVENTHEALTH WESLEY CHAPEL,111
PASCO,23960102,Bed Census,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,47
PASCO,23960102,Available,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,9
PASCO,23960102,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,0.160714286
PASCO,23960102,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,56
PASCO,23960110,Bed Census,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,32
PASCO,23960110,Available,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,30
PASCO,23960110,Available Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,0.483870968
PASCO,23960110,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,62
PASCO,23960114,Bed Census,NORTH TAMPA BEHAVIORAL HEALTH,68
PASCO,23960114,Available,NORTH TAMPA BEHAVIORAL HEALTH,58
PASCO,23960114,Available Capacity,NORTH TAMPA BEHAVIORAL HEALTH,0.460317460
PASCO,23960114,Total Staffed Bed Capacity,NORTH TAMPA BEHAVIORAL HEALTH,126
PINELLAS,100015,Bed Census,LARGO MEDICAL CENTER - INDIAN ROCKS,84
PINELLAS,100015,Available,LARGO MEDICAL CENTER - INDIAN ROCKS,12
PINELLAS,100015,Available Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,0.125
PINELLAS,100015,Total Staffed Bed Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,96
PINELLAS,100032,Bed Census,BAYFRONT HEALTH ST PETERSBURG,223
PINELLAS,100032,Available,BAYFRONT HEALTH ST PETERSBURG,155
PINELLAS,100032,Available Capacity,BAYFRONT HEALTH ST PETERSBURG,0.410052910
PINELLAS,100032,Total Staffed Bed Capacity,BAYFRONT HEALTH ST PETERSBURG,378
PINELLAS,100043,Bed Census,MEASE DUNEDIN HOSPITAL,112
PINELLAS,100043,Available,MEASE DUNEDIN HOSPITAL,48
PINELLAS,100043,Available Capacity,MEASE DUNEDIN HOSPITAL,0.3
PINELLAS,100043,Total Staffed Bed Capacity,MEASE DUNEDIN HOSPITAL,160
PINELLAS,100055,Bed Census,ADVENTHEALTH NORTH PINELLAS,101
PINELLAS,100055,Available,ADVENTHEALTH NORTH PINELLAS,14
PINELLAS,100055,Available Capacity,ADVENTHEALTH NORTH PINELLAS,0.121739130
PINELLAS,100055,Total Staffed Bed Capacity,ADVENTHEALTH NORTH PINELLAS,115
PINELLAS,100067,Bed Census,ST ANTHONYS HOSPITAL,319
PINELLAS,100067,Available,ST ANTHONYS HOSPITAL,47
PINELLAS,100067,Available Capacity,ST ANTHONYS HOSPITAL,0.128415301
PINELLAS,100067,Total Staffed Bed Capacity,ST ANTHONYS HOSPITAL,366
PINELLAS,100126,Bed Census,PALMS OF PASADENA HOSPITAL,112
PINELLAS,100126,Available,PALMS OF PASADENA HOSPITAL,19
PINELLAS,100126,Available Capacity,PALMS OF PASADENA HOSPITAL,0.145038168
PINELLAS,100126,Total Staffed Bed Capacity,PALMS OF PASADENA HOSPITAL,131
PINELLAS,100127,Bed Census,MORTON PLANT HOSPITAL,327
PINELLAS,100127,Available,MORTON PLANT HOSPITAL,53
PINELLAS,100127,Available Capacity,MORTON PLANT HOSPITAL,0.139473684
PINELLAS,100127,Total Staffed Bed Capacity,MORTON PLANT HOSPITAL,380
PINELLAS,100180,Bed Census,ST PETERSBURG GENERAL HOSPITAL,123
PINELLAS,100180,Available,ST PETERSBURG GENERAL HOSPITAL,7
PINELLAS,100180,Available Capacity,ST PETERSBURG GENERAL HOSPITAL,0.053846154
PINELLAS,100180,Total Staffed Bed Capacity,ST PETERSBURG GENERAL HOSPITAL,130
PINELLAS,100238,Bed Census,NORTHSIDE HOSPITAL,140
PINELLAS,100238,Available,NORTHSIDE HOSPITAL,0
PINELLAS,100238,Available Capacity,NORTHSIDE HOSPITAL,0
PINELLAS,100238,Total Staffed Bed Capacity,NORTHSIDE HOSPITAL,140
PINELLAS,100248,Bed Census,LARGO MEDICAL CENTER,222
PINELLAS,100248,Available,LARGO MEDICAL CENTER,57
PINELLAS,100248,Available Capacity,LARGO MEDICAL CENTER,0.204301075
PINELLAS,100248,Total Staffed Bed Capacity,LARGO MEDICAL CENTER,279
PINELLAS,100250,Bed Census,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,182
PINELLAS,100250,Available,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,25
PINELLAS,100250,Available Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,0.120772947
PINELLAS,100250,Total Staffed Bed Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,207
PINELLAS,104017,Bed Census,WINDMOOR HEALTHCARE OF CLEARWATER,43
PINELLAS,104017,Available,WINDMOOR HEALTHCARE OF CLEARWATER,61
PINELLAS,104017,Available Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,0.586538462
PINELLAS,104017,Total Staffed Bed Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,104
PINELLAS,110001,Bed Census,MEASE COUNTRYSIDE HOSPITAL,197
PINELLAS,110001,Available,MEASE COUNTRYSIDE HOSPITAL,41
PINELLAS,110001,Available Capacity,MEASE COUNTRYSIDE HOSPITAL,0.172268908
PINELLAS,110001,Total Staffed Bed Capacity,MEASE COUNTRYSIDE HOSPITAL,238
PINELLAS,110045,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,62
PINELLAS,110045,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,3
PINELLAS,110045,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,0.046153846
PINELLAS,110045,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,65
PINELLAS,23960011,Bed Census,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,44
PINELLAS,23960011,Available,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,26
PINELLAS,23960011,Available Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,0.371428571
PINELLAS,23960011,Total Staffed Bed Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,70
PINELLAS,23960085,Bed Census,BAYCARE ALLIANT HOSPITAL,26
PINELLAS,23960085,Available,BAYCARE ALLIANT HOSPITAL,22
PINELLAS,23960085,Available Capacity,BAYCARE ALLIANT HOSPITAL,0.458333333
PINELLAS,23960085,Total Staffed Bed Capacity,BAYCARE ALLIANT HOSPITAL,48
POLK,100052,Bed Census,WINTER HAVEN HOSPITAL,312
POLK,100052,Available,WINTER HAVEN HOSPITAL,18
POLK,100052,Available Capacity,WINTER HAVEN HOSPITAL,0.054545455
POLK,100052,Total Staffed Bed Capacity,WINTER HAVEN HOSPITAL,330
POLK,100099,Bed Census,ADVENTHEALTH LAKE WALES,70
POLK,100099,Available,ADVENTHEALTH LAKE WALES,90
POLK,100099,Available Capacity,ADVENTHEALTH LAKE WALES,0.5625
POLK,100099,Total Staffed Bed Capacity,ADVENTHEALTH LAKE WALES,160
POLK,100121,Bed Census,BARTOW REGIONAL MEDICAL CENTER,43
POLK,100121,Available,BARTOW REGIONAL MEDICAL CENTER,3
POLK,100121,Available Capacity,BARTOW REGIONAL MEDICAL CENTER,0.065217391
POLK,100121,Total Staffed Bed Capacity,BARTOW REGIONAL MEDICAL CENTER,46
POLK,100137,Bed Census,ADVENTHEALTH HEART OF FLORIDA,109
POLK,100137,Available,ADVENTHEALTH HEART OF FLORIDA,81
POLK,100137,Available Capacity,ADVENTHEALTH HEART OF FLORIDA,0.426315789
POLK,100137,Total Staffed Bed Capacity,ADVENTHEALTH HEART OF FLORIDA,190
POLK,100157,Bed Census,LAKELAND REGIONAL MEDICAL CENTER,763
POLK,100157,Available,LAKELAND REGIONAL MEDICAL CENTER,108
POLK,100157,Available Capacity,LAKELAND REGIONAL MEDICAL CENTER,0.123995408
POLK,100157,Total Staffed Bed Capacity,LAKELAND REGIONAL MEDICAL CENTER,871
POLK,120010,Bed Census,WINTER HAVEN WOMEN'S HOSPITAL,41
POLK,120010,Available,WINTER HAVEN WOMEN'S HOSPITAL,3
POLK,120010,Available Capacity,WINTER HAVEN WOMEN'S HOSPITAL,0.068181818
POLK,120010,Total Staffed Bed Capacity,WINTER HAVEN WOMEN'S HOSPITAL,44
PUTNAM,100232,Bed Census,PUTNAM COMMUNITY MEDICAL CENTER,67
PUTNAM,100232,Available,PUTNAM COMMUNITY MEDICAL CENTER,17
PUTNAM,100232,Available Capacity,PUTNAM COMMUNITY MEDICAL CENTER,0.202380952
PUTNAM,100232,Total Staffed Bed Capacity,PUTNAM COMMUNITY MEDICAL CENTER,84
SANTA ROSA,100048,Bed Census,JAY HOSPITAL,15
SANTA ROSA,100048,Available,JAY HOSPITAL,6
SANTA ROSA,100048,Available Capacity,JAY HOSPITAL,0.285714286
SANTA ROSA,100048,Total Staffed Bed Capacity,JAY HOSPITAL,21
SANTA ROSA,100124,Bed Census,SANTA ROSA MEDICAL CENTER,56
SANTA ROSA,100124,Available,SANTA ROSA MEDICAL CENTER,81
SANTA ROSA,100124,Available Capacity,SANTA ROSA MEDICAL CENTER,0.591240876
SANTA ROSA,100124,Total Staffed Bed Capacity,SANTA ROSA MEDICAL CENTER,137
SANTA ROSA,104027,Bed Census,WEST FLORIDA COMMUNITY CARE CENTER,21
SANTA ROSA,104027,Available,WEST FLORIDA COMMUNITY CARE CENTER,79
SANTA ROSA,104027,Available Capacity,WEST FLORIDA COMMUNITY CARE CENTER,0.79
SANTA ROSA,104027,Total Staffed Bed Capacity,WEST FLORIDA COMMUNITY CARE CENTER,100
SANTA ROSA,110003,Bed Census,GULF BREEZE HOSPITAL,51
SANTA ROSA,110003,Available,GULF BREEZE HOSPITAL,35
SANTA ROSA,110003,Available Capacity,GULF BREEZE HOSPITAL,0.406976744
SANTA ROSA,110003,Total Staffed Bed Capacity,GULF BREEZE HOSPITAL,86
SARASOTA,100070,Bed Census,VENICE REGIONAL BAYFRONT HEALTH,141
SARASOTA,100070,Available,VENICE REGIONAL BAYFRONT HEALTH,108
SARASOTA,100070,Available Capacity,VENICE REGIONAL BAYFRONT HEALTH,0.433734940
SARASOTA,100070,Total Staffed Bed Capacity,VENICE REGIONAL BAYFRONT HEALTH,249
SARASOTA,100087,Bed Census,SARASOTA MEMORIAL HOSPITAL,605
SARASOTA,100087,Available,SARASOTA MEMORIAL HOSPITAL,43
SARASOTA,100087,Available Capacity,SARASOTA MEMORIAL HOSPITAL,0.066358025
SARASOTA,100087,Total Staffed Bed Capacity,SARASOTA MEMORIAL HOSPITAL,648
SARASOTA,100166,Bed Census,DOCTORS HOSPITAL OF SARASOTA,97
SARASOTA,100166,Available,DOCTORS HOSPITAL OF SARASOTA,49
SARASOTA,100166,Available Capacity,DOCTORS HOSPITAL OF SARASOTA,0.335616438
SARASOTA,100166,Total Staffed Bed Capacity,DOCTORS HOSPITAL OF SARASOTA,146
SARASOTA,110004,Bed Census,ENGLEWOOD COMMUNITY HOSPITAL,44
SARASOTA,110004,Available,ENGLEWOOD COMMUNITY HOSPITAL,7
SARASOTA,110004,Available Capacity,ENGLEWOOD COMMUNITY HOSPITAL,0.137254902
SARASOTA,110004,Total Staffed Bed Capacity,ENGLEWOOD COMMUNITY HOSPITAL,51
SARASOTA,110013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,87
SARASOTA,110013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,3
SARASOTA,110013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,0.033333333
SARASOTA,110013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,90
SARASOTA,23960049,Bed Census,PAM SPECIALTY HOSPITAL OF SARASOTA,32
SARASOTA,23960049,Available,PAM SPECIALTY HOSPITAL OF SARASOTA,8
SARASOTA,23960049,Available Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,0.2
SARASOTA,23960049,Total Staffed Bed Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,40
SEMINOLE,100161,Bed Census,CENTRAL FLORIDA REGIONAL HOSPITAL,164
SEMINOLE,100161,Available,CENTRAL FLORIDA REGIONAL HOSPITAL,44
SEMINOLE,100161,Available Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,0.211538462
SEMINOLE,100161,Total Staffed Bed Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,208
SEMINOLE,100263,Bed Census,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,165
SEMINOLE,100263,Available,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,51
SEMINOLE,100263,Available Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,0.236111111
SEMINOLE,100263,Total Staffed Bed Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,216
SEMINOLE,120004,Bed Census,ADVENTHEALTH ALTAMONTE SPRINGS,324
SEMINOLE,120004,Available,ADVENTHEALTH ALTAMONTE SPRINGS,69
SEMINOLE,120004,Available Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,0.175572519
SEMINOLE,120004,Total Staffed Bed Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,393
SEMINOLE,23960115,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,59
SEMINOLE,23960115,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,1
SEMINOLE,23960115,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,0.016666667
SEMINOLE,23960115,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,60
SEMINOLE,23960121,Bed Census,OVIEDO MEDICAL CENTER,50
SEMINOLE,23960121,Available,OVIEDO MEDICAL CENTER,6
SEMINOLE,23960121,Available Capacity,OVIEDO MEDICAL CENTER,0.107142857
SEMINOLE,23960121,Total Staffed Bed Capacity,OVIEDO MEDICAL CENTER,56
ST. JOHNS,100219,Bed Census,FLAGLER HOSPITAL,196
ST. JOHNS,100219,Available,FLAGLER HOSPITAL,134
ST. JOHNS,100219,Available Capacity,FLAGLER HOSPITAL,0.406060606
ST. JOHNS,100219,Total Staffed Bed Capacity,FLAGLER HOSPITAL,330
ST. LUCIE,100246,Bed Census,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,369
ST. LUCIE,100246,Available,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,45
ST. LUCIE,100246,Available Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,0.108695652
ST. LUCIE,100246,Total Staffed Bed Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,414
ST. LUCIE,100260,Bed Census,ST LUCIE MEDICAL CENTER,194
ST. LUCIE,100260,Available,ST LUCIE MEDICAL CENTER,35
ST. LUCIE,100260,Available Capacity,ST LUCIE MEDICAL CENTER,0.152838428
ST. LUCIE,100260,Total Staffed Bed Capacity,ST LUCIE MEDICAL CENTER,229
ST. LUCIE,110022,Bed Census,PORT ST LUCIE HOSPITAL,68
ST. LUCIE,110022,Available,PORT ST LUCIE HOSPITAL,7
ST. LUCIE,110022,Available Capacity,PORT ST LUCIE HOSPITAL,0.093333333
ST. LUCIE,110022,Total Staffed Bed Capacity,PORT ST LUCIE HOSPITAL,75
ST. LUCIE,23960108,Bed Census,CLEVELAND CLINIC TRADITION HOSPITAL,155
ST. LUCIE,23960108,Available,CLEVELAND CLINIC TRADITION HOSPITAL,22
ST. LUCIE,23960108,Available Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,0.124293785
ST. LUCIE,23960108,Total Staffed Bed Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,177
SUMTER,23960032,Bed Census,UF HEALTH THE VILLAGES HOSPITAL,200
SUMTER,23960032,Available,UF HEALTH THE VILLAGES HOSPITAL,107
SUMTER,23960032,Available Capacity,UF HEALTH THE VILLAGES HOSPITAL,0.348534202
SUMTER,23960032,Total Staffed Bed Capacity,UF HEALTH THE VILLAGES HOSPITAL,307
SUMTER,23960086,Bed Census,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,35
SUMTER,23960086,Available,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,5
SUMTER,23960086,Available Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,0.125
SUMTER,23960086,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,40
SUWANNEE,100146,Bed Census,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,
SUWANNEE,100146,Total Staffed Bed Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
TAYLOR,100106,Bed Census,DOCTORS' MEMORIAL HOSPITAL,6
TAYLOR,100106,Available,DOCTORS' MEMORIAL HOSPITAL,6
TAYLOR,100106,Available Capacity,DOCTORS' MEMORIAL HOSPITAL,0.5
TAYLOR,100106,Total Staffed Bed Capacity,DOCTORS' MEMORIAL HOSPITAL,12
UNION,100241,Bed Census,LAKE BUTLER HOSPITAL,7
UNION,100241,Available,LAKE BUTLER HOSPITAL,18
UNION,100241,Available Capacity,LAKE BUTLER HOSPITAL,0.72
UNION,100241,Total Staffed Bed Capacity,LAKE BUTLER HOSPITAL,25
UNION,110183,Bed Census,RECEPTION AND MEDICAL CENTER HOSPITAL,47
UNION,110183,Available,RECEPTION AND MEDICAL CENTER HOSPITAL,52
UNION,110183,Available Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,0.525252525
UNION,110183,Total Staffed Bed Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,99
VOLUSIA,100014,Bed Census,ADVENTHEALTH NEW SMYRNA BEACH,70
VOLUSIA,100014,Available,ADVENTHEALTH NEW SMYRNA BEACH,39
VOLUSIA,100014,Available Capacity,ADVENTHEALTH NEW SMYRNA BEACH,0.357798165
VOLUSIA,100014,Total Staffed Bed Capacity,ADVENTHEALTH NEW SMYRNA BEACH,109
VOLUSIA,100017,Bed Census,HALIFAX HEALTH MEDICAL CENTER,367
VOLUSIA,100017,Available,HALIFAX HEALTH MEDICAL CENTER,147
VOLUSIA,100017,Available Capacity,HALIFAX HEALTH MEDICAL CENTER,0.285992218
VOLUSIA,100017,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER,514
VOLUSIA,100045,Bed Census,ADVENTHEALTH DELAND,111
VOLUSIA,100045,Available,ADVENTHEALTH DELAND,53
VOLUSIA,100045,Available Capacity,ADVENTHEALTH DELAND,0.323170732
VOLUSIA,100045,Total Staffed Bed Capacity,ADVENTHEALTH DELAND,164
VOLUSIA,100072,Bed Census,ADVENTHEALTH FISH MEMORIAL,133
VOLUSIA,100072,Available,ADVENTHEALTH FISH MEMORIAL,54
VOLUSIA,100072,Available Capacity,ADVENTHEALTH FISH MEMORIAL,0.288770053
VOLUSIA,100072,Total Staffed Bed Capacity,ADVENTHEALTH FISH MEMORIAL,187
VOLUSIA,100169,Bed Census,ADVENTHEALTH DAYTONA BEACH,272
VOLUSIA,100169,Available,ADVENTHEALTH DAYTONA BEACH,90
VOLUSIA,100169,Available Capacity,ADVENTHEALTH DAYTONA BEACH,0.248618785
VOLUSIA,100169,Total Staffed Bed Capacity,ADVENTHEALTH DAYTONA BEACH,362
VOLUSIA,110016,Bed Census,HALIFAX PSYCHIATRIC CENTER-NORTH,10
VOLUSIA,110016,Available,HALIFAX PSYCHIATRIC CENTER-NORTH,22
VOLUSIA,110016,Available Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,0.6875
VOLUSIA,110016,Total Staffed Bed Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,32
VOLUSIA,23960051,Bed Census,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,23
VOLUSIA,23960051,Available,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,20
VOLUSIA,23960051,Available Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,0.465116279
VOLUSIA,23960051,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,43
VOLUSIA,23960120,Bed Census,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,31
VOLUSIA,23960120,Available,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,3
VOLUSIA,23960120,Available Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,0.088235294
VOLUSIA,23960120,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,34
VOLUSIA,23960152,Bed Census,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,24
VOLUSIA,23960152,Available,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,44
VOLUSIA,23960152,Available Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,0.647058824
VOLUSIA,23960152,Total Staffed Bed Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,68
WALTON,100081,Bed Census,HEALTHMARK REGIONAL MEDICAL CENTER,5
WALTON,100081,Available,HEALTHMARK REGIONAL MEDICAL CENTER,8
WALTON,100081,Available Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,0.615384615
WALTON,100081,Total Staffed Bed Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,13
WALTON,23960041,Bed Census,ASCENSION SACRED HEART EMERALD COAST,58
WALTON,23960041,Available,ASCENSION SACRED HEART EMERALD COAST,42
WALTON,23960041,Available Capacity,ASCENSION SACRED HEART EMERALD COAST,0.42
WALTON,23960041,Total Staffed Bed Capacity,ASCENSION SACRED HEART EMERALD COAST,100
WASHINGTON,100147,Bed Census,NORTHWEST FLORIDA COMMUNITY HOSPITAL,45
WASHINGTON,100147,Available,NORTHWEST FLORIDA COMMUNITY HOSPITAL,14
WASHINGTON,100147,Available Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,0.237288136
WASHINGTON,100147,Total Staffed Bed Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,59
All,All,Bed Census,All,"46,967"
All,All,Available,All,"13,087"
All,All,Available Capacity,All,0.217920538
All,All,Total Staffed Bed Capacity,All,"60,054"
